ForeignChannel,#genre#
TRT EBA Ilkokul,https://tv-e-okul00.medya.trt.com.tr/master.m3u8
TRT EBA Ortaokul,https://tv-e-okul01.medya.trt.com.tr/master.m3u8
TRT EBA Lise,https://tv-e-okul02.medya.trt.com.tr/master.m3u8
S4C Ⓖ,https://live-uk.s4c-cdn.co.uk/out/v1/a0134f1fd5a2461b9422b574566d4442/live_uk.m3u8
TJC,https://cdn-shop-lc-01.akamaized.net/Content/HLS_HLS/Live/channel(TJCOTT)/index.m3u8
Jewellery Maker,https://lo2-1.gemporia.com/abrjewellerymaker/smil:livestream.smil/playlist.m3u8
Hobby Maker,https://lo2-1.gemporia.com/abrhobbymakerukgfx/smil:livestreamFullHD.smil/playlist.m3u8
Create & Craft,https://live-hochanda.simplestreamcdn.com/live2/hochanda/bitrate1.isml/live.m3u8
GB News,https://ythls.armelin.one/channel/UC0vn8ISa4LKMunLbzaXLnOQ.m3u8
NHK World Japan,https://ythls.armelin.one/channel/UCSPEjw8F2nQDtmUKPFNF7_A.m3u8
Now 70s,https://lightning-now70s-samsungnz.amagi.tv/playlist.m3u8
Now 80s,https://lightning-now80s-samsunguk.amagi.tv/playlist.m3u8
Now Rock,https://lightning-now90s-samsungnz.amagi.tv/playlist.m3u8
BBC World News Ⓢ,http://ott-cdn.ucom.am/s24/index.m3u8
BBC Radio 1,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_one/bbc_radio_one.isml/bbc_radio_one-audio%3d96000.norewind.m3u8
BBC Radio 2,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_two/bbc_radio_two.isml/bbc_radio_two-audio%3d96000.norewind.m3u8
BBC Radio 3,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_three/bbc_radio_three.isml/bbc_radio_three-audio%3d96000.norewind.m3u8
BBC Radio 4,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_fourfm/bbc_radio_fourfm.isml/bbc_radio_fourfm-audio%3d96000.norewind.m3u8
BBC Radio 5 Live,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_five_live/bbc_radio_five_live.isml/bbc_radio_five_live-audio%3d96000.norewind.m3u8
BBC Radio 6 Music,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_6music/bbc_6music.isml/bbc_6music-audio%3d96000.norewind.m3u8
BBC Radio 1Xtra,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_1xtra/bbc_1xtra.isml/bbc_1xtra-audio%3d96000.norewind.m3u8
BBC Radio 4 Extra,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_radio_four_extra/bbc_radio_four_extra.isml/bbc_radio_four_extra-audio%3d96000.norewind.m3u8
BBC Asian Network,http://as-hls-ww-live.akamaized.net/pool_904/live/ww/bbc_asian_network/bbc_asian_network.isml/bbc_asian_network-audio%3d96000.norewind.m3u8
STB,http://cdnua03.hls.tv/133/hls/37a7d70ef2fcf08bcd712e4397c7d5c9/4592/stream.m3u8
24 канал,http://streamvideol1.luxnet.ua/news24/smil:news24.stream.smil/chunklist.m3u8
ForeignChannel_11,#genre#
1 Odessa Ⓢ,http://cdn1.live-tv.od.ua:8081/1tvod/1tvod-abr/playlist.m3u8
7 Kanal,http://cdn10.live-tv.od.ua:8081/7tvod/7tvod-abr/7tvod/7tvod/playlist.m3u8
BamBarBia TV,http://cdn1.live-tv.od.ua:8081/bbb/bbbtv-abr/bbb/bbbtv-720p/playlist.m3u8
Chernivtsi Promin,http://langate.tv/promin/live_720/index.m3u8
Duma TV,http://cdn1.live-tv.od.ua:8081/dumska/dumska-abr/dumska/dumska720p/playlist.m3u8
GIT,https://stream.uagit.tv/gittv.m3u8
HTK,http://stream.ntktv.ua/s/ntk/ntk.m3u8
M2 Ⓢ,http://live.m2.tv/hls3/stream.m3u8
Perviy Gorodskoy Odessa,http://91.194.79.46:8081/stream1/channel1/playlist.m3u8
Simon Ⓢ,http://hls.simon.ua/live-HD/live/playlist.m3u8
TIS TV Ⓢ,http://cdn10.live-tv.od.ua:8081/riood/tisod-abr/riood/tisod504/playlist.m3u8
Cartoon Network Arabic,https://shls-cartoon-net-prod-dub.shahid.net/out/v1/dc4aa87372374325a66be458f29eab0f/index.m3u8
Al Arabiya Business,https://live.alarabiya.net/alarabiapublish/aswaaq.smil/playlist.m3u8
Dubai Sports 2,https://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/index.m3u8
Dubai Sports 3,https://dmitwlvvll.cdn.mangomolo.com/dubaisportshd5/smil:dubaisportshd5.smil/index.m3u8
Sharjah TV,https://svs.itworkscdn.net/smc1live/smc1.smil/playlist.m3u8
Sharjah Sports,https://svs.itworkscdn.net/smc4sportslive/smc4.smil/playlist.m3u8
NASA TV Public,https://ntv1.akamaized.net/hls/live/2014075/NASA-NTV1-HLS/master_2000.m3u8
NASA TV Media,https://ntv2.akamaized.net/hls/live/2013923/NASA-NTV2-HLS/master.m3u8
Venevisión,https://venevision.akamaized.net/hls/live/2098814/VENEVISION/master.m3u8
Globovisión,https://vcp5.myplaytv.com/globovision/globovision/playlist.m3u8
Vale TV Ⓢ,https://vcp2.myplaytv.com/valetv/valetv/playlist.m3u8
Telesur,https://raw.githubusercontent.com/BellezaEmporium/IPTV_Exception/master/channels/ve/telesur.m3u8
CGTN Documentary English Ⓢ,https://news.cgtn.com/resource/live/document/cgtn-doc.m3u8
RT Documentary English Ⓖ,https://rt-rtd.rttv.com/dvr/rtdoc/playlist.m3u8
Al Arabiya العربية,https://live.alarabiya.net/alarabiapublish/alarabiya.smil/playlist.m3u8
DW العربية,https://dwamdstream103.akamaized.net/hls/live/2015526/dwstream103/index.m3u8
CGTN العربية,https://news.cgtn.com/resource/live/arabic/cgtn-a.m3u8
RT العربية,https://rt-arb.rttv.com/dvr/rtarab/playlist.m3u8
Al Jazeera,https://live-hls-web-aje.getaj.net/AJE/index.m3u8
CGTN,https://news.cgtn.com/resource/live/english/cgtn-news.m3u8
The Guardian,https://rakuten-guardian-1-ie.samsung.wurl.tv/playlist.m3u8
LiveNOW from FOX,https://lnc-fox-live-now.tubi.video/index.m3u8
India Today,https://indiatodaylive.akamaized.net/hls/live/2014320/indiatoday/indiatodaylive/playlist.m3u8
i24 News,https://bcovlive-a.akamaihd.net/6e3dd61ac4c34d6f8fb9698b565b9f50/eu-central-1/5377161796001/playlist-all_dvr.m3u8
Russia Today Ⓖ,https://rt-glb.rttv.com/live/rtnews/playlist.m3u8
CNN International,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/playlist.m3u8
AccuWeather NOW,https://cdn-ue1-prod.tsv2.amagi.tv/linear/amg00684-accuweather-accuweather-plex/playlist.m3u8
CGTN Español,https://news.cgtn.com/resource/live/espanol/cgtn-e.m3u8
RT Español Ⓖ,https://rt-esp.rttv.com/dvr/rtesp/playlist.m3u8
Sport2U,https://stream9.xdevel.com/video0s976916-1685/stream/playlist_dvr.m3u8
Classico – Rakuten TV,https://rakuten-classico-1-eu.rakuten.wurl.tv/playlist.m3u8
Commedia – Rakuten TV,https://rakuten-comedymovies-6-eu.rakuten.wurl.tv/playlist.m3u8
Family – Rakuten TV,https://rakuten-family-6-eu.rakuten.wurl.tv/playlist.m3u8
Drammatico – Rakuten TV,https://rakuten-tvshows-6-eu.rakuten.wurl.tv/playlist.m3u8
Film d'azione – Rakuten TV,https://rakuten-actionmovies-6-eu.rakuten.wurl.tv/playlist.m3u8
FailArmy,https://failarmy-international-it.samsung.wurl.tv/playlist.m3u8
The Pet Collective,https://the-pet-collective-international-it.samsung.wurl.tv/playlist.m3u8
People Are Awesome,https://jukin-peopleareawesome-2-it.samsung.wurl.tv/playlist.m3u8
Yamato Animation,https://yamatovideo-yamatoanimation-1-it.samsung.wurl.tv/playlist.m3u8
ForeignChannel_12,#genre#
BBC Doctor Who,https://bbceu-doctorwho-1-it.samsung.wurl.tv/playlist.m3u8
BBC Drama,https://bbceu-bbcdrama-2-it.samsung.wurl.tv/playlist.m3u8
Televisa Telenovelas,https://televisa-televisa-1-it.samsung.wurl.tv/playlist.m3u8
The Boat Show,https://d46c0ebf9ef94053848fdd7b1f2f6b90.mediatailor.eu-central-1.amazonaws.com/v1/master/81bfcafb76f9c947b24574657a9ce7fe14ad75c0/live-prod/4bdea6cd-80c1-11eb-908d-533d39655269/0/master.m3u8
SportOutdoor.tv,https://gto2000-sportoutdoortv-1-it.samsung.wurl.tv/playlist.m3u8
Teletubbies,https://dhx-teletubbies-2-it.samsung.wurl.tv/playlist.m3u8
MONDO TV KIDS,https://mondotv-mondotvkids-1-it.samsung.wurl.tv/playlist.m3u8
Full Moon,https://minerva-fullmoon-1-it.samsung.wurl.tv/playlist.m3u8
Cinema Segreto,https://minerva-cinemasegreto-1-it.samsung.wurl.tv/playlist.m3u8
Bizzarro Movies,https://minerva-bizzarromovies-1-it.samsung.wurl.tv/playlist.m3u8
CGtv,https://cgentertainment-cgtv-1-it.samsung.wurl.tv/playlist.m3u8
WP,https://minerva-wp-1-it.samsung.wurl.tv/playlist.m3u8
Risate all'italiana,https://minerva-risateallitaliana-1-it.samsung.wurl.tv/playlist.m3u8
